,Workgroup,Work,Language,Words,URN,URL
372,,Index I to Isaias,lat,876,urn:cts:greekLit:tlg0527.tlg048.1st1K-mul1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg048.1st1K-mul1:1-5/
373,,Isaias,lat,39578,urn:cts:greekLit:tlg0527.tlg048.opp-eng2,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg048.opp-eng2:1.1/
374,,Isaias,"grc,lat",36780,urn:cts:greekLit:tlg0527.tlg048.opp-grc2,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg048.opp-grc2:1.1/
375,Septuaginta,Jeremias,"grc,lat",59476,urn:cts:greekLit:tlg0527.tlg049.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg049.1st1K-grc1:1.1/
376,Septuaginta,Baruch,"grc,lat",3432,urn:cts:greekLit:tlg0527.tlg050.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg050.1st1K-grc1:1.1/
377,Septuaginta,Threni seu Lamentationes,"grc,lat",3442,urn:cts:greekLit:tlg0527.tlg051.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg051.1st1K-grc1:1.1/
378,Septuaginta,Epistula Jeremiae,"grc,lat",1708,urn:cts:greekLit:tlg0527.tlg052.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg052.1st1K-grc1:1-5/
379,Septuaginta,Ezechiel,"grc,lat",49399,urn:cts:greekLit:tlg0527.tlg053.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg053.1st1K-grc1:1.1/
380,Septuaginta,Susanna (translatio Graeca),"grc,lat",1022,urn:cts:greekLit:tlg0527.tlg054.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg054.1st1K-grc1:1.1/
381,Septuaginta,Susanna (Theodotionis versio),"grc,lat",1508,urn:cts:greekLit:tlg0527.tlg055.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg055.1st1K-grc1:1.1/
382,Septuaginta,Daniel (translatio Graeca),"grc,lat",13675,urn:cts:greekLit:tlg0527.tlg056.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg056.1st1K-grc1:1.1/
383,Septuaginta,Daniel (Theodotionis versio),"grc,lat",14107,urn:cts:greekLit:tlg0527.tlg057.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg057.1st1K-grc1:1.1/
384,Septuaginta,Bel et Draco (translatio Graeca),"grc,lat",942,urn:cts:greekLit:tlg0527.tlg058.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg058.1st1K-grc1:1.1/
385,Septuaginta,Bel et Draco (Theodotionis versio),"grc,lat",853,urn:cts:greekLit:tlg0527.tlg059.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0527.tlg059.1st1K-grc1:1.1/
386,pseudo-Galen,De fasciis,grc,8061,urn:cts:greekLit:tlg0530.tlg005.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0530.tlg005.1st1K-grc1:1-5/
387,pseudo-Galen,Ad Gaurum quomodo animetur fetus,grc,10106,urn:cts:greekLit:tlg0530.tlg006.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0530.tlg006.1st1K-grc1:1-5/
388,pseudo-Galen,Introductio seu medicus,grc,18820,urn:cts:greekLit:tlg0530.tlg012.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0530.tlg012.1st1K-grc1:1-5/
389,pseudo-Galen,De remediis parabilibus,grc,35370,urn:cts:greekLit:tlg0530.tlg029.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0530.tlg029.1st1K-grc1:1.preface/
390,pseudo-Galen,De theriaca ad Pamphilianum,grc,2148,urn:cts:greekLit:tlg0530.tlg032.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0530.tlg032.1st1K-grc1:1/
391,pseudo-Galen,De optima secta ad Thrasybulum,grc,17431,urn:cts:greekLit:tlg0530.tlg043.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0530.tlg043.1st1K-grc1:1-5/
392,pseudo-Menander,Sententiae (corresponds to version Men Ar I) (Greek),grc,2760,urn:cts:greekLit:tlg0541.tlg042.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0541.tlg042.1st1K-grc1:1.1-1.5/
393,pseudo-Menander,Sententiae (corresponds to version Men ar II) (Greek),grc,566,urn:cts:greekLit:tlg0541.tlg042.1st1K-grc2,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0541.tlg042.1st1K-grc2:1-5/
394,pseudo-Menander,"Sententiae (corresponds to quotes from Gregory Nazianzen, Carmen morale XXX) (Greek)",grc,144,urn:cts:greekLit:tlg0541.tlg042.1st1K-grc3,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0541.tlg042.1st1K-grc3:1-5/
395,Julius Pollux,Onomasticon,"grc,lat",117,urn:cts:greekLit:tlg0542.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0542.tlg001.1st1K-grc1:2.157-2.158/
396,Sextus Empiricus,Pyrrhoniae hypotyposes,grc,62200,urn:cts:greekLit:tlg0544.tlg001.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0544.tlg001.opp-grc1:1.toc-1.4/
397,Sextus Empiricus,Pyrrhoniae hypotyposes,lat,383,urn:cts:greekLit:tlg0544.tlg001.opp-lat1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0544.tlg001.opp-lat1:3.30/
398,Sextus Empiricus,Adversus mathematicos,"grc,lat",184162,urn:cts:greekLit:tlg0544.tlg002.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0544.tlg002.opp-grc1:1.1-1.5/
399,Archimède,De sphaera et cylindro,"grc,lat,fre",25767,urn:cts:greekLit:tlg0552.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0552.tlg001.1st1K-grc1:1.pr/
400,Archimède,Dimensio circuli,"grc,lat,fre",1100,urn:cts:greekLit:tlg0552.tlg002.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0552.tlg002.1st1K-grc1:1-3/
401,Archimède,De conoidibus et sphaeroidibus,"grc,lat,fre",22759,urn:cts:greekLit:tlg0552.tlg003.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0552.tlg003.1st1K-grc1:pr-4/
402,Archimède,De lineis spiralibus,"grc,lat,fre",14391,urn:cts:greekLit:tlg0552.tlg004.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0552.tlg004.1st1K-grc1:pr-4/
403,Archimède,De planorum aequilibriis,"grc,lat,fre",9053,urn:cts:greekLit:tlg0552.tlg005.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0552.tlg005.1st1K-grc1:1.pr/
404,Archimède,Arenarius,"grc,lat,fre",5038,urn:cts:greekLit:tlg0552.tlg006.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0552.tlg006.1st1K-grc1:1-4/
405,Archimède,Quadratura parabolae,"grc,lat,fre",5865,urn:cts:greekLit:tlg0552.tlg007.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0552.tlg007.1st1K-grc1:pr-4/
406,Archimède,De corporibus fluitantibus,"grc,lat,fre",11601,urn:cts:greekLit:tlg0552.tlg008.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0552.tlg008.1st1K-grc1:1.pr/
407,Archimède,Stomachion,"grc,lat,fre",439,urn:cts:greekLit:tlg0552.tlg009.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0552.tlg009.1st1K-grc1:1/
408,Archimède,Ad Eratosthenem methodus,"grc,lat,fre",9799,urn:cts:greekLit:tlg0552.tlg010.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0552.tlg010.1st1K-grc1:pr1-3/
409,Archimède,Liber assumptorum,"grc,lat,fre",3703,urn:cts:greekLit:tlg0552.tlg011.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0552.tlg011.1st1K-grc1:1-5/
410,Archimède,Liber assumptorum,"lat,fre",2862,urn:cts:greekLit:tlg0552.tlg011.1st1K-lat1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0552.tlg011.1st1K-lat1:1-5/
411,Archimède,Problema bovinum,"grc,lat,fre",699,urn:cts:greekLit:tlg0552.tlg012.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0552.tlg012.1st1K-grc1:1-2/
412,Archimedes,Fragmenta,"grc,lat,lat",1236,urn:cts:greekLit:tlg0552.tlg013.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0552.tlg013.1st1K-grc1:1.1-1.2/
413,Artemidorus,Onirocriticon,"grc,lat,deu,fre",64558,urn:cts:greekLit:tlg0553.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0553.tlg001.1st1K-grc1:1.prooimion-1.4/
414,Clement of Alexandria,Protrepticus,"lat,grc",23338,urn:cts:greekLit:tlg0555.tlg001.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0555.tlg001.opp-grc1:1-5/
415,Clement of Alexandria,Paedagogus,grc,57258,urn:cts:greekLit:tlg0555.tlg002.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0555.tlg002.opp-grc1:1.argument/
416,Clement of Alexandria,Stromata,grc,28570,urn:cts:greekLit:tlg0555.tlg004b.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0555.tlg004b.opp-grc1:7.1/
417,Clement of Alexandria,Eclogae propheticae,"grc,lat",4978,urn:cts:greekLit:tlg0555.tlg005.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0555.tlg005.opp-grc1:1-5/
418,Clement of Alexandria,Quis dives salvetur,"grc,lat",9189,urn:cts:greekLit:tlg0555.tlg006.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0555.tlg006.opp-grc1:1-5/
419,Clement of Alexandria,Excerpta ex Theodoto,"grc,lat",7534,urn:cts:greekLit:tlg0555.tlg007.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0555.tlg007.opp-grc1:1-5/
420,Hero of Alexandria,Pneumatica,"grc,lat,deu",37897,urn:cts:greekLit:tlg0559.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0559.tlg001.1st1K-grc1:1.pr/
421,Hero of Alexandria,De automatis,"grc,lat,deu",12858,urn:cts:greekLit:tlg0559.tlg002.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0559.tlg002.1st1K-grc1:1.1/
422,Hero of Alexandria,Mechanicorum fragmenta,"grc,lat,deu",4772,urn:cts:greekLit:tlg0559.tlg004.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0559.tlg004.1st1K-grc1:1.1/
423,Hero of Alexandria,Catoptrica,"grc,lat,deu",615,urn:cts:greekLit:tlg0559.tlg005.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0559.tlg005.1st1K-grc1:1/
424,Hero of Alexandria,Metrica,"grc,lat,deu",21252,urn:cts:greekLit:tlg0559.tlg006.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0559.tlg006.1st1K-grc1:1.pr/
425,Hero of Alexandria,Dioptra,"grc,lat,deu",14658,urn:cts:greekLit:tlg0559.tlg007.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0559.tlg007.1st1K-grc1:1-5/
426,Hero of Alexandria,Stereometrica,"grc,lat",21355,urn:cts:greekLit:tlg0559.tlg010.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0559.tlg010.1st1K-grc1:1.1.1-1.1.2/
427,Hero of Alexandria,De mensuris,"grc,lat",6567,urn:cts:greekLit:tlg0559.tlg011.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0559.tlg011.1st1K-grc1:1.1/
428,Hero of Alexandria,Belopoeica,"grc,lat",5554,urn:cts:greekLit:tlg0559.tlg012.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0559.tlg012.1st1K-grc1:71-75/
429,Hero of Alexandria,Fragmenta Heroniana,"grc,lat",4290,urn:cts:greekLit:tlg0559.tlg014.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0559.tlg014.1st1K-grc1:4.1-4.2/
430,Hero of Alexandria,Geodaesia [Sp.],"grc,lat",7283,urn:cts:greekLit:tlg0559.tlg015.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0559.tlg015.1st1K-grc1:1.1-1.2/
431,Heronis Alexandrini,Liber geeponicus [Sp.],"grc,lat",7294,urn:cts:greekLit:tlg0559.tlg016.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0559.tlg016.1st1K-grc1:1-5/
432,Maximus of Tyre,Dialexeis,"grc,lat",133526,urn:cts:greekLit:tlg0563.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0563.tlg001.1st1K-grc1:1.1.a-1.1.d/
433,Soranus,Gynaeciorum Libri IV,grc,66367,urn:cts:greekLit:tlg0565.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0565.tlg001.1st1K-grc1:1.pref/
434,Soranus,De signis Fracturarum,grc,1469,urn:cts:greekLit:tlg0565.tlg002.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0565.tlg002.1st1K-grc1:1-5/
435,Soranus,De Fasciis,grc,4322,urn:cts:greekLit:tlg0565.tlg003.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0565.tlg003.1st1K-grc1:1-5/
436,Soranus,Vita Hippocratis Secundum Soranum,grc,1556,urn:cts:greekLit:tlg0565.tlg004.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0565.tlg004.1st1K-grc1:1/
437,Paradoxographus Florentinus,"Mirabilia de aquis,an electronic transcription.",grc,1213,urn:cts:greekLit:tlg0580.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0580.tlg001.1st1K-grc1:1-5/
438,Antisthenes,"Ajax,Αιας","grc,lat",502,urn:cts:greekLit:tlg0591.1st1K001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0591.1st1K001.1st1K-grc1:1-5/
439,Antisthenes,"Odysseus,ΟΔΥΣΣΕΥΣ","grc,lat",924,urn:cts:greekLit:tlg0591.1st1K002.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0591.1st1K002.1st1K-grc1:1-5/
440,Hermogenes,Progymnasmata [Dub.],"grc,lat",7519,urn:cts:greekLit:tlg0592.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0592.tlg001.1st1K-grc1:1-5/
441,Hermogenes,Περὶ τῶν στάσεων,"grc,lat",19426,urn:cts:greekLit:tlg0592.tlg002.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0592.tlg002.1st1K-grc1:1.1-1.5/
442,Hermogenes,Περὶ εὑρέσεως,"grc,lat",32314,urn:cts:greekLit:tlg0592.tlg003.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0592.tlg003.1st1K-grc1:1.1-1.2/
443,Hermogenes,Περὶ ἰδεῶν λόγου,"grc,lat",53864,urn:cts:greekLit:tlg0592.tlg004.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0592.tlg004.1st1K-grc1:1.1.1-1.1.5/
444,Hermogenes,Περὶ μεθόδου δεινότητος,"grc,lat",10793,urn:cts:greekLit:tlg0592.tlg005.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0592.tlg005.1st1K-grc1:1-5/
445,Gorgias of Leontini,"Encomium of Helen,ΕΛΕΝΗΣ ΕΓΚΩΜΙΟΝ","grc,lat",1328,urn:cts:greekLit:tlg0593.1st1K001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0593.1st1K001.1st1K-grc1:1-5/
446,Gorgias of Leontini,"Defense of Palamedes,ΥΠΕΡ ΠΑΛΑΜΗΔΟΥΣ ΑΠΟΛΟΓΙΑ","grc,lat",2426,urn:cts:greekLit:tlg0593.1st1K002.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0593.1st1K002.1st1K-grc1:1-5/
447,Rufus Soph.,Ars rhetorica,"grc,lat",1454,urn:cts:greekLit:tlg0606.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0606.tlg001.1st1K-grc1:pr.1-pr.2/
448,Aelius Theon,Progymnasmata,"grc,lat",11512,urn:cts:greekLit:tlg0607.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0607.tlg001.1st1K-grc1:1-5/
449,Alcidamas,Peri Sophiston,grc,2174,urn:cts:greekLit:tlg0610.perseus002.perseus-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0610.perseus002.perseus-grc1:1-5/
450,Alcidamas,Odysseus,grc,3800,urn:cts:greekLit:tlg0610.tlg001.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0610.tlg001.opp-grc1:1.1-1.5/
451,Babrius,Fabulae Aesopeae,"grc,lat",11365,urn:cts:greekLit:tlg0614.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0614.tlg001.1st1K-grc1:1.2.pr-1.2.4/
452,Babrius,Fabulae Aesopeae,"grc,lat",67749,urn:cts:greekLit:tlg0614.tlg001.1st1K-grc2,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0614.tlg001.1st1K-grc2:1.1.1-1.1.5/
453,Aspasius,In Ethica Nicomachea paraphrasis,"grc,lat,deu",91168,urn:cts:greekLit:tlg0615.tlg001.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0615.tlg001.opp-grc1:1-5/
454,Polyaenus,Strategemata,grc,88954,urn:cts:greekLit:tlg0616.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0616.tlg001.1st1K-grc1:1.pref-1.4/
455,Polyaenus,Excerpta Polyaeni,grc,17201,urn:cts:greekLit:tlg0616.tlg002.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0616.tlg002.1st1K-grc1:toc-4/
456,Hippocrates,De prisca medicina,"grc,lat,fre,lat,fre",5529,urn:cts:greekLit:tlg0627.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0627.tlg001.1st1K-grc1:1-5/
457,Hippocrates,"De aere, aquis, locis","grc,lat,fre,lat,fre",7456,urn:cts:greekLit:tlg0627.tlg002.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0627.tlg002.1st1K-grc1:1-5/
458,Hippocrates,Prognosticon,"grc,lat,fre",5221,urn:cts:greekLit:tlg0627.tlg003.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0627.tlg003.1st1K-grc1:1-5/
459,Hippocrates,De diaeta in morbis acutis,"grc,lat,fre",6136,urn:cts:greekLit:tlg0627.tlg004.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0627.tlg004.1st1K-grc1:1-5/
460,Hippocrates,De diaeta acutorum (spurium),"grc,lat,fre",5335,urn:cts:greekLit:tlg0627.tlg005.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0627.tlg005.1st1K-grc1:1-5/
461,Hippocrates,Epidemiarum,"grc,lat,fre",16264,urn:cts:greekLit:tlg0627.tlg006.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0627.tlg006.1st1K-grc1:1.13.1-1.13.5/
462,Hippocrates,De capitis vulneribus,"grc,lat,fre",5000,urn:cts:greekLit:tlg0627.tlg007.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0627.tlg007.1st1K-grc1:1-5/
463,Hippocrates,De officina medici,"grc,lat,fre",2145,urn:cts:greekLit:tlg0627.tlg008.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0627.tlg008.1st1K-grc1:1-5/
464,Hippocrates,De fracturis,"grc,lat,fre",11242,urn:cts:greekLit:tlg0627.tlg009.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0627.tlg009.1st1K-grc1:1-5/
465,Hippocrates,De articulis,"grc,lat,fre",21339,urn:cts:greekLit:tlg0627.tlg010.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0627.tlg010.1st1K-grc1:1-5/
466,Hippocrates,Vectiarius,"grc,lat,fre",4956,urn:cts:greekLit:tlg0627.tlg011.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0627.tlg011.1st1K-grc1:1-5/
467,Hippocrates,Aphorismi,"grc,lat,fre",7098,urn:cts:greekLit:tlg0627.tlg012.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0627.tlg012.1st1K-grc1:1.1-1.5/
468,Hippocrates,Iusiurandum,"grc,lat,fre",251,urn:cts:greekLit:tlg0627.tlg013.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0627.tlg013.1st1K-grc1:1/
469,Hippocrates,Lex,"grc,lat,fre",326,urn:cts:greekLit:tlg0627.tlg014.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0627.tlg014.1st1K-grc1:1-5/
470,Hippocrates,De humoribus,"grc,lat,fre",2252,urn:cts:greekLit:tlg0627.tlg015.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0627.tlg015.1st1K-grc1:1-4b/
471,Hippocrates,Prorrheticon I,"grc,lat,fre",10087,urn:cts:greekLit:tlg0627.tlg016.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0627.tlg016.1st1K-grc1:1.1/
472,Hippocrates,Coa praesagia,"grc,lat,fre",12128,urn:cts:greekLit:tlg0627.tlg017.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0627.tlg017.1st1K-grc1:1-5/
473,Hippocrates,De arte,"grc,lat,fre",2702,urn:cts:greekLit:tlg0627.tlg018.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0627.tlg018.1st1K-grc1:1-5/
474,Hippocrates,De natura hominis,"grc,lat,fre",3900,urn:cts:greekLit:tlg0627.tlg019.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0627.tlg019.1st1K-grc1:1-5/
475,Hippocrates,De salubri diaeta,"grc,lat,fre",1458,urn:cts:greekLit:tlg0627.tlg020.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0627.tlg020.1st1K-grc1:1-5/
476,Hippocrates,De flatibus,"grc,lat,fre",2842,urn:cts:greekLit:tlg0627.tlg021.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0627.tlg021.1st1K-grc1:1-5/
477,Hippocrates,De liquidorum usu,"grc,lat,fre",1478,urn:cts:greekLit:tlg0627.tlg022.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0627.tlg022.1st1K-grc1:1-5/
478,Hippocrates,De morbis I,"grc,lat,fre",35155,urn:cts:greekLit:tlg0627.tlg023.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0627.tlg023.1st1K-grc1:1-4/
479,Hippocrates,De genitura,"grc,lat,fre",1951,urn:cts:greekLit:tlg0627.tlg024a.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0627.tlg024a.1st1K-grc1:1-5/
480,Hippocrates,De natura pueri,"grc,lat,fre",7299,urn:cts:greekLit:tlg0627.tlg024b.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0627.tlg024b.1st1K-grc1:12-16/
481,Hippocrates,De affectionibus,"grc,lat,fre",7411,urn:cts:greekLit:tlg0627.tlg025.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0627.tlg025.1st1K-grc1:1-5/
482,Hippocrates,De locis in homine,"grc,lat,fre",8474,urn:cts:greekLit:tlg0627.tlg026.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0627.tlg026.1st1K-grc1:1-5/
483,Hippocrates,De morbo sacro,"grc,lat,fre",4719,urn:cts:greekLit:tlg0627.tlg027.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0627.tlg027.1st1K-grc1:1-5/
484,Hippocrates,De ulceribus,"grc,lat,fre",3323,urn:cts:greekLit:tlg0627.tlg028.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0627.tlg028.1st1K-grc1:1-5/
485,Hippocrates,De haemorrhoidibus,"grc,lat,fre",899,urn:cts:greekLit:tlg0627.tlg029.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0627.tlg029.1st1K-grc1:1-5/
486,Hippocrates,De fistulis,"grc,lat,fre",1549,urn:cts:greekLit:tlg0627.tlg030.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0627.tlg030.1st1K-grc1:1-5/
487,Hippocrates,De diaeta,"grc,lat,fre",19899,urn:cts:greekLit:tlg0627.tlg031.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0627.tlg031.1st1K-grc1:1.1/
488,Hippocrates,De affectionibus interioribus,"grc,lat,fre",16117,urn:cts:greekLit:tlg0627.tlg032.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0627.tlg032.1st1K-grc1:1-5/
489,Hippocrates,De natura muliebri,"grc,lat,fre",11829,urn:cts:greekLit:tlg0627.tlg033.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0627.tlg033.1st1K-grc1:1-5/
490,Hippocrates,De octimestri partu,"grc,lat,fre",783,urn:cts:greekLit:tlg0627.tlg035.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0627.tlg035.1st1K-grc1:10-13/
491,Hippocrates,De muliebribus,"grc,lat,fre",48660,urn:cts:greekLit:tlg0627.tlg036.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0627.tlg036.1st1K-grc1:1.1/
492,Hippocrates,De virginum morbis,"grc,lat,fre",454,urn:cts:greekLit:tlg0627.tlg037.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0627.tlg037.1st1K-grc1:1/
493,Hippocrates,De superfoetatione,"grc,lat,fre",3403,urn:cts:greekLit:tlg0627.tlg038.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0627.tlg038.1st1K-grc1:1-5/
494,Hippocrates,De exsectione foetus,"grc,lat,fre",476,urn:cts:greekLit:tlg0627.tlg039.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0627.tlg039.1st1K-grc1:1-5/
